catalog_order,id,name_en,name_ro,name_th,record_type,primary_category,all_categories,disciplines,hyrox_station_order,hyrox_station_name,equipment,muscles,movement_pattern,entity_type,prescription_mode,default_sets,default_reps_or_duration,unit,default_rest_seconds,per_side,loadable,increment_kg,can_fail_safely,needs_spotter,needs_safeties,contraindications,technical_complexity,coached_only,tempo_applies,tempo_class,review_status,evidence_source_ids,owner_csv_exact_match,owner_csv_disposition,owner_csv_source_name,english_aliases,notes
75,rkc_plank,RKC Plank,RKC Plank,RKC Plank,movement,strength,strength,strength,,,Bodyweight,abs; obliques; glutes,core_anti_extension,resistance_isometric,hold,4,20,seconds,60,false,false,0,true,false,false,,2,false,false,core_braced,internally_reviewed,,no,,,,"A short, maximal-tension plank. Twenty honest seconds beats three slack minutes."
76,side_plank,Side Plank,Planșă laterală,แพลงก์ด้านข้าง,movement,calisthenics,calisthenics; yoga,calisthenics; yoga,,,Bodyweight,obliques; glutes; abs,core_anti_lateral_flexion,resistance_isometric,hold,4,33,seconds,60,true,false,0,true,false,false,,2,false,false,core_braced,internally_reviewed,,no,,,,
77,dead_bug,Dead Bug,Dead bug,เดดบั๊ก,movement,strength,strength,strength,,,Bodyweight,abs; obliques; lowerBack,core_anti_extension,resistance_dynamic,tempo_reps,4,10,reps,60,true,false,0,true,false,false,,1,false,true,core_braced,internally_reviewed,,no,,,,"Safe with almost any back complaint, which is why it is the default core movement when the lumbar spine is flagged."
78,bird_dog,Bird-Dog,Bird dog,เบิร์ดด็อก,movement,mobility,strength; mobility,strength; mobility,,,Bodyweight,abs; obliques; lowerBack; glutes,core_anti_rotation,resistance_dynamic,tempo_reps,4,8,reps,60,true,false,0,true,false,false,,1,false,true,core_braced,internally_reviewed,,no,,,,
79,pallof_press,Pallof Press,Pallof Press,Pallof Press,movement,machine,strength; machine,strength,,,Bodyweight,obliques; abs,core_anti_rotation,resistance_dynamic,tempo_reps,4,10,reps,60,true,true,1,true,false,false,,2,false,true,core_braced,internally_reviewed,,no,,,,
80,hanging_knee_raise,Hanging Knee Raise,Ridicări de picioare la bară,ยกขาห้อยบาร์,movement,calisthenics,strength; calisthenics,calisthenics; strength,,,Pull Up Bar,abs; obliques; forearms,core_flexion,resistance_dynamic,tempo_reps,4,12,reps,60,false,false,0,true,false,false,,2,false,true,core_braced,internally_reviewed,,no,,,Hanging Knee Raise,
81,hollow_body_hold,Hollow Body Hold,Menținere hollow body,ฮอลโลว์บอดี้โฮลด์,movement,calisthenics,calisthenics,calisthenics,,,Bodyweight,abs; obliques,core_anti_extension,resistance_isometric,hold,4,30,seconds,60,false,false,0,true,false,false,,3,false,false,core_braced,internally_reviewed,,no,,,,
82,dumbbell_curl,Dumbbell Curl,Flexii cu bara pentru biceps,บาร์เบลเคิร์ล,movement,weights,strength; weights,strength,,,Dumbbells,biceps; forearms,isolation_upper,resistance_dynamic,tempo_reps,3,10,reps,60,false,true,1,true,false,false,elbow,1,false,true,single_joint,internally_reviewed,,no,,,Band or DB Curls,
83,incline_dumbbell_curl,Incline Dumbbell Curl,Incline Dumbbell Curl,Incline Dumbbell Curl,movement,weights,strength; weights,strength,,,Dumbbells · Adjustable Bench,biceps,isolation_upper,resistance_dynamic,tempo_reps,3,11,reps,60,false,true,1,true,false,false,elbow,1,false,true,single_joint,internally_reviewed,,no,,,,
84,hammer_curl,Hammer Curl,Flexii ciocan,แฮมเมอร์เคิร์ล,movement,weights,strength; weights,strength,,,Dumbbells,biceps; forearms,isolation_upper,resistance_dynamic,tempo_reps,3,13,reps,60,false,true,1,true,false,false,,1,false,true,single_joint,internally_reviewed,,no,,,Hammer or Incline DB Curls,Kinder to a sore elbow than a supinated curl.
85,cable_curl,Cable Curl,Flexii biceps la cablu,เคเบิลเคิร์ล,movement,machine,strength; machine,strength,,,Cable Stack,biceps; forearms,isolation_upper,resistance_dynamic,tempo_reps,3,13,reps,60,false,true,1,true,false,false,elbow,1,false,true,single_joint,internally_reviewed,,no,,,Cable Curl + Rope Pressdown,
86,band_curl,Band Curl,Band Curl,Band Curl,movement,strength,strength,strength,,,Bands,biceps,isolation_upper,resistance_dynamic,tempo_reps,3,16,reps,60,false,true,0,true,false,false,,1,false,true,single_joint,internally_reviewed,,no,,,,
87,overhead_triceps_extension,Overhead Triceps Extension,Extensii triceps culcat cu gantere,ดัมเบลสกัลครัชเชอร์,movement,weights,strength; weights,strength,,,Dumbbells,triceps,isolation_upper,resistance_dynamic,tempo_reps,3,13,reps,60,false,true,1,true,false,false,elbow; shoulder_overhead,2,false,true,single_joint,internally_reviewed,,no,,,,
88,lateral_raise,Lateral Raise,Ridicări laterale cu gantere,ยกแขนข้างด้วยดัมเบล,movement,weights,strength; weights,strength,,,Dumbbells,sideDelts,isolation_upper,resistance_dynamic,tempo_reps,3,16,reps,60,false,true,0.5,true,false,false,shoulder_overhead,1,false,true,lateral_delt,internally_reviewed,,no,,,Lateral Raise,
89,cable_lateral_raise,Cable Lateral Raise,Ridicări laterale la cablu,ยกแขนข้างด้วยเคเบิล,movement,machine,strength; machine,strength,,,Cable Stack,sideDelts,isolation_upper,resistance_dynamic,tempo_reps,3,16,reps,60,false,true,1,true,false,false,shoulder_overhead,1,false,true,lateral_delt,internally_reviewed,,no,,,,
90,band_lateral_raise,Band Lateral Raise,Band Lateral Raise,Band Lateral Raise,movement,strength,strength,strength,,,Bands,sideDelts,isolation_upper,resistance_dynamic,tempo_reps,3,20,reps,60,false,true,0,true,false,false,,1,false,true,lateral_delt,internally_reviewed,,no,,,,
91,face_pull,Cable Face Pull,Trageri la față la cablu,เฟซพูลด้วยเคเบิล,movement,machine,strength; machine,strength,,,Cable Stack,rearDelts; upperBack; neckTraps,isolation_upper,resistance_dynamic,tempo_reps,3,18,reps,60,false,true,1,true,false,false,,2,false,true,single_joint,internally_reviewed,,no,,,,The single best insurance policy for a shoulder that presses a lot.
92,band_face_pull,Band Face Pull,Band Face Pull,Band Face Pull,movement,strength,strength,strength,,,Bands · Anchor Point,rearDelts,isolation_upper,resistance_dynamic,tempo_reps,3,18,reps,60,false,true,0,true,false,false,,1,false,true,single_joint,internally_reviewed,,no,,,Band Face Pulls,
93,band_pull_apart,Band Pull-Apart,Band Pull-Apart,Band Pull-Apart,movement,strength,strength,strength,,,Bands,rearDelts,isolation_upper,resistance_dynamic,tempo_reps,3,20,reps,60,false,true,0,true,false,false,,1,false,true,single_joint,internally_reviewed,,no,,,Band Pull-Aparts; Band Pull-Aparts (finisher if fresh); Band Pull-Aparts (posture closer),
94,reverse_pec_deck,Reverse Pec Deck,Fluturări pentru deltoid posterior,รีเวิร์สดัมเบลฟลาย,movement,machine,strength; machine,strength,,,Pec Deck Machine,rearDelts; upperBack,isolation_upper,resistance_dynamic,tempo_reps,3,15,reps,60,false,true,1,true,false,false,,1,false,true,single_joint,internally_reviewed,,no,,,Reverse Pec Deck; machine_rear_delt,
95,cable_external_rotation,Cable External Rotation,Cable External Rotation,Cable External Rotation,movement,machine,strength; machine,strength,,,Bodyweight,,isolation_upper,resistance_dynamic,tempo_reps,3,15,reps,60,true,true,0.5,true,false,false,,2,false,true,rotator_cuff,internally_reviewed,,no,,,,"Prescribed as insurance, never as rehabilitation for a symptomatic shoulder."
96,lying_leg_curl,Lying Leg Curl,Flexii femurali din culcat,นอนงอขาด้วยเครื่อง,movement,machine,strength; machine,strength,,,Leg Curl Machine,hamstrings,isolation_lower,resistance_dynamic,tempo_reps,3,11,reps,60,false,true,2.5,true,false,false,,1,false,true,hamstring_eccentric,internally_reviewed,,no,,,,
97,seated_leg_curl,Seated Leg Curl,Flexii femurali din șezut,นั่งงอขาด้วยเครื่อง,movement,machine,strength; machine,strength,,,Leg Curl Machine,hamstrings,isolation_lower,resistance_dynamic,tempo_reps,3,11,reps,60,false,true,2.5,true,false,false,,1,false,true,hamstring_eccentric,internally_reviewed,,no,,,,
98,sliding_leg_curl,Sliding Leg Curl,Sliding Leg Curl,Sliding Leg Curl,movement,calisthenics,strength; calisthenics,calisthenics; strength,,,Bodyweight,hamstrings; glutes,isolation_lower,resistance_dynamic,tempo_reps,3,12,reps,90,false,false,0,true,false,false,,3,false,true,hamstring_eccentric,internally_reviewed,,no,,,Sliding Leg Curl (towel),"The home hamstring curl. Deceptively hard, so it starts with fewer reps than people expect."
99,nordic_curl,Nordic Hamstring Curl,Flexii nordice pentru femurali,นอร์ดิกแฮมสตริงเคิร์ล,movement,calisthenics,strength; calisthenics,calisthenics; strength,,,Anchor For Feet,hamstrings; glutes,isolation_lower,resistance_dynamic,tempo_reps,3,6,reps,120,false,false,0,true,false,false,,4,false,true,hamstring_eccentric,internally_reviewed,,no,,,,
100,leg_extension,Leg Extension,Extensii pentru picioare,เหยียดขาด้วยเครื่อง,movement,machine,strength; machine,strength,,,Leg Extension Machine,quads,isolation_lower,resistance_dynamic,tempo_reps,3,15,reps,60,false,true,2.5,true,false,false,knee_deep_flexion,1,false,true,single_joint,internally_reviewed,,no,,,,
101,hip_abduction,Hip Abduction,Abducții de șold la aparat,เครื่องกางสะโพก,movement,machine,strength; machine,strength,,,Bodyweight,glutes,isolation_lower,resistance_dynamic,tempo_reps,3,20,reps,60,false,true,2.5,true,false,false,,1,false,true,glute_lockout,internally_reviewed,,no,,,Band Abduction; band_abduction,
102,standing_calf_raise,Standing Calf Raise,Gambe la aparat din picioare,เครื่องยืนเขย่งน่อง,movement,machine,strength; machine,strength,,,Calf Raise Machine,calves,calf,resistance_dynamic,tempo_reps,3,11,reps,60,false,true,5,true,false,false,ankle_loaded,1,false,true,calf_gastroc,internally_reviewed,,no,,,Calf Raise; Elevated Calf Raise; Standing Calf Raise Machine; Supported Calf Raise; calves; calf raise; calf raise on step,
103,seated_calf_raise,Seated Calf Raise,Gambe din șezut la aparat,นั่งเขย่งน่องด้วยเครื่อง,movement,machine,strength; machine,strength,,,Calf Raise Machine,calves,calf,resistance_dynamic,tempo_reps,3,13,reps,60,false,true,2.5,true,false,false,ankle_loaded,1,false,true,calf_soleus,internally_reviewed,,no,,,calves; seated calves,
104,single_leg_calf_raise,Single-Leg Calf Raise,Single-Leg Calf Raise,Single-Leg Calf Raise,movement,calisthenics,strength; calisthenics,calisthenics; strength,,,Step,calves,calf,resistance_dynamic,tempo_reps,3,16,reps,60,true,true,2,true,false,false,ankle_loaded,1,false,true,calf_gastroc,internally_reviewed,,no,,,"Calf Raises (backpack, off a step); Calf Raises (single-leg or backpack)",
105,l_sit,L-Sit,Menținere L-sit,แอลซิตโฮลด์,movement,calisthenics,street; calisthenics,calisthenics,,,Bodyweight,abs; obliques; triceps; quads; frontDelts,skill,skill_drill,quality,4,20,seconds,90,false,false,0,true,false,false,,4,false,false,standard_compound,internally_reviewed,,no,,,,
106,tuck_planche_hold,Tuck Planche Hold,Tuck Planche Hold,Tuck Planche Hold,movement,calisthenics,calisthenics,calisthenics,,,Bodyweight,frontDelts; abs; obliques; chest,skill,skill_drill,quality,4,13,seconds,120,false,false,0,true,false,false,shoulder_press; wrist,5,true,false,standard_compound,internally_reviewed,,no,,,,
107,wall_handstand_hold,Wall Handstand Hold,Wall Handstand Hold,Wall Handstand Hold,movement,calisthenics,calisthenics,calisthenics,,,Wall,frontDelts; abs; obliques; triceps,skill,skill_drill,quality,4,40,seconds,60,false,false,0,true,false,false,shoulder_overhead; wrist,4,false,false,standard_compound,internally_reviewed,,no,,,,
108,archer_push_up,Archer Push-Up,Archer Push-Up,Archer Push-Up,movement,calisthenics,calisthenics,calisthenics,,,Bodyweight,chest; triceps; abs; obliques,horizontal_push,resistance_dynamic,tempo_reps,4,6,reps,90,true,false,0,true,false,false,,4,false,true,standard_compound,internally_reviewed,,yes,already_canonical,Archer Push-up,,
109,ring_dip,Ring Dip,Ring Dip,Ring Dip,movement,calisthenics,calisthenics,calisthenics,,,Rings,chest; triceps; frontDelts; abs; obliques,horizontal_push,resistance_dynamic,tempo_reps,4,6,reps,120,false,false,0,true,false,false,shoulder_press,5,true,true,standard_compound,internally_reviewed,,no,,,,
110,burpee,Burpee,Burpee,เบอร์พี,movement,hiit,hiit,hiit; conditioning,,,Bodyweight,chest; upperBack; abs; glutes; quads; triceps; calves,conditioning,conditioning_complex,interval,4,33,seconds,60,false,false,0,true,false,false,ankle_impact; knee_deep_flexion; knee_impact; wrist,2,false,false,standard_compound,internally_reviewed,,no,,,Any 10-min HIIT video,
111,squat_thrust,Squat Thrust,Squat Thrust,Squat Thrust,movement,hiit,hiit,hiit; conditioning,,,Bodyweight,chest; upperBack; abs; glutes; quads,conditioning,conditioning_complex,interval,4,33,seconds,60,false,false,0,true,false,false,,1,false,false,standard_compound,internally_reviewed,,no,,,,A burpee without the jump or the push-up. The default when knees or wrists are flagged.
112,mountain_climber,Mountain Climber,Cățărătorul,เมาน์เทนไคลม์เบอร์,movement,hiit,hiit,hiit; conditioning,,,Bodyweight,abs; obliques; frontDelts; quads,conditioning,conditioning_complex,interval,4,33,seconds,60,false,false,0,true,false,false,ankle_impact; knee_impact; wrist,1,false,false,standard_compound,internally_reviewed,,no,,,,
113,high_knees,High Knees,High Knees,High Knees,movement,hiit,hiit,hiit; conditioning,,,Bodyweight,calves,conditioning,conditioning_complex,interval,4,33,seconds,60,false,false,0,true,false,false,ankle_impact; knee_impact,1,false,false,standard_compound,internally_reviewed,,no,,,,
114,marching_in_place,Marching in Place,Marching in Place,Marching in Place,movement,hiit,hiit,hiit; conditioning,,,Bodyweight,,conditioning,conditioning_complex,interval,4,45,seconds,60,false,false,0,true,false,false,,1,false,false,standard_compound,internally_reviewed,,no,,,,The low-impact HIIT substitute. Keeps the interval structure without the landing.
115,jumping_jack,Jumping Jack,Jumping Jack,Jumping Jack,movement,hiit,hiit,hiit; conditioning,,,Bodyweight,chest; upperBack; abs; glutes; quads,conditioning,conditioning_complex,interval,4,45,seconds,60,false,false,0,true,false,false,ankle_impact; knee_impact,1,false,false,standard_compound,internally_reviewed,,no,,,,
116,box_jump,Box Jump,Sărituri pe cutie,บ็อกซ์จัมป์,movement,hiit,strength; hiit,strength; hiit,,,Plyo Box,quads; glutes; calves; hamstrings,plyometric,plyometric,contacts,4,5,reps,60,false,false,0,true,false,false,ankle_impact; knee_deep_flexion; knee_impact,3,false,false,standard_compound,internally_reviewed,,no,,,,"Stopped on landing quality, never on reps in reserve."
117,squat_jump,Squat Jump,Genuflexiuni cu săritură,จัมป์สควอต,movement,hiit,strength; hiit,strength; hiit,,,Bodyweight,quads; glutes; calves; hamstrings,plyometric,plyometric,contacts,4,6,reps,60,false,false,0,true,false,false,ankle_impact; knee_impact,2,false,false,standard_compound,internally_reviewed,,no,,,,
118,broad_jump,Broad Jump,Broad Jump,Broad Jump,movement,hiit,strength; hiit,strength,,,Floor Space,glutes; quads; hamstrings,plyometric,plyometric,contacts,4,5,reps,60,false,false,0,true,false,false,ankle_impact; knee_impact,3,false,false,standard_compound,internally_reviewed,,no,,,,
119,battle_ropes,Battle Ropes,Valuri cu frânghiile,แบทเทิลโรปเวฟ,movement,hiit,hiit,hiit; conditioning,,,Battle Ropes,frontDelts; abs; obliques; forearms; sideDelts,conditioning,conditioning_complex,interval,4,30,seconds,60,false,false,0,true,false,false,,1,false,false,standard_compound,internally_reviewed,,no,,,,
120,downward_dog,Downward-Facing Dog,Downward-Facing Dog,Downward-Facing Dog,movement,mobility,yoga; mobility,yoga; mobility,,,Mat,hamstrings; lats; calves,yoga_pose,yoga_pose,breath,2,45,seconds,15,false,false,0,true,false,false,ankle_dorsiflexion; wrist,1,false,false,standard_compound,internally_reviewed,,no,,,,
121,childs_pose,Child's Pose,Child's Pose,Child's Pose,movement,mobility,yoga; mobility,yoga; mobility,,,Mat,lats,yoga_pose,yoga_pose,breath,2,60,seconds,15,false,false,0,true,false,false,knee_deep_flexion,1,false,false,standard_compound,internally_reviewed,,no,,,,
